Date,Price,Open,High,Low,Vol.,Change %
01/15/2009,1.28,1.285,1.287,1.286,,-0.04%
01/14/2009,1.2805,1.283,1.283,1.2865,,-0.35%
01/13/2009,1.285,1.282,1.285,1.287,,0.00%
01/12/2009,1.285,1.283,1.285,1.2825,,0.19%
01/09/2009,1.2825,1.278,1.284,1.282,,0.43%
01/08/2009,1.277,1.276,1.277,1.2795,,0.12%
01/07/2009,1.2755,1.274,1.276,1.276,,0.04%
01/06/2009,1.275,1.2685,1.275,1.2742,,0.47%
01/05/2009,1.269,1.269,1.269,1.276,,0.28%
01/02/2009,1.2655,1.265,1.2685,1.2687,,0.04%
01/01/2009,1.265,1.265,1.265,1.265,,0.00%
12/31/2008,1.265,1.26,1.2655,1.2653,,-0.08%
12/30/2008,1.266,1.266,1.266,1.268,,0.04%
12/29/2008,1.2655,1.259,1.2655,1.263,,0.56%
12/26/2008,1.2585,1.2585,1.2585,1.2585,,0.00%
12/25/2008,1.2585,1.2585,1.2585,1.2585,,0.00%
12/24/2008,1.2585,1.257,1.2585,1.261,,0.16%
12/23/2008,1.2565,1.2555,1.2565,1.26,,0.08%
12/22/2008,1.2555,1.248,1.2555,1.2525,,2.83%
12/19/2008,1.221,1.2485,1.2525,1.2245,,-2.16%
12/18/2008,1.248,1.247,1.248,1.2505,,0.08%
12/17/2008,1.247,1.2455,1.247,1.2245,,2.13%
12/16/2008,1.221,1.238,1.245,1.2245,,0.00%
12/15/2008,1.221,1.2375,1.24,1.2245,,-1.29%
12/12/2008,1.237,1.2365,1.237,1.2415,,0.16%
12/11/2008,1.235,1.223,1.235,1.2265,,1.15%
12/10/2008,1.221,1.222,1.223,1.2245,,0.00%
12/09/2008,1.221,1.2215,1.2215,1.2245,,-0.08%
12/08/2008,1.222,1.222,1.222,1.222,,0.00%
12/05/2008,1.222,1.222,1.222,1.222,,0.00%
12/04/2008,1.222,1.2215,1.2225,1.2243,,0.08%
12/03/2008,1.221,1.22,1.221,1.2218,,0.08%
12/02/2008,1.22,1.212,1.22,1.2144,,0.66%
12/01/2008,1.212,1.2105,1.212,1.2138,,0.12%
11/28/2008,1.2105,1.2095,1.2105,1.211,,0.12%
11/27/2008,1.209,1.2025,1.209,1.2055,,0.75%
11/26/2008,1.2,1.2,1.2005,1.2005,,0.04%
11/25/2008,1.1995,1.1985,1.1995,1.1565,,0.13%
11/24/2008,1.198,1.195,1.198,1.1945,,0.42%
11/21/2008,1.193,1.1945,1.1945,1.1957,,0.17%
11/20/2008,1.191,1.1925,1.1935,1.1565,,-0.08%
11/19/2008,1.192,1.19,1.192,1.192,,0.13%
11/18/2008,1.1905,1.187,1.1905,1.1565,,0.34%
11/17/2008,1.1865,1.1875,1.189,1.1883,,-0.08%
11/14/2008,1.1875,1.1845,1.189,1.1873,,0.21%
11/13/2008,1.185,1.18,1.185,1.1843,,0.59%
11/12/2008,1.178,1.178,1.178,1.1833,,-0.34%
11/11/2008,1.182,1.1785,1.182,1.1828,,0.30%
11/10/2008,1.1785,1.18,1.181,1.1565,,-0.04%
11/07/2008,1.179,1.176,1.18,1.1785,,0.30%
11/06/2008,1.1755,1.1715,1.1755,1.1732,,0.43%
11/05/2008,1.1705,1.1695,1.1705,1.1717,,0.21%
11/04/2008,1.168,1.169,1.169,1.171,,-0.17%
11/03/2008,1.17,1.169,1.17,1.1565,,0.13%
10/31/2008,1.1685,1.1685,1.1685,1.1715,,0.00%
10/30/2008,1.1685,1.1685,1.1685,1.1715,,-0.04%
10/29/2008,1.169,1.168,1.169,1.171,,0.00%
10/28/2008,1.169,1.168,1.169,1.1705,,0.09%
10/27/2008,1.168,1.1685,1.1685,1.169,,0.26%
10/24/2008,1.165,1.165,1.165,1.1673,,-0.13%
10/23/2008,1.1665,1.168,1.169,1.168,,-0.17%
10/22/2008,1.1685,1.167,1.1685,1.168,,0.30%
10/21/2008,1.165,1.166,1.166,1.1565,,-0.26%
10/20/2008,1.168,1.165,1.168,1.1673,,0.07%
10/17/2008,1.1672,1.166,1.1672,1.1565,,0.06%
10/16/2008,1.1665,1.164,1.1665,1.166,,0.17%
10/15/2008,1.1645,1.162,1.1645,1.1655,,0.13%
10/14/2008,1.163,1.1615,1.163,1.1652,,0.17%
10/13/2008,1.161,1.161,1.162,1.163,,-0.04%
10/10/2008,1.1615,1.1605,1.1615,1.164,,0.09%
10/09/2008,1.1605,1.161,1.161,1.1635,,0.13%
10/08/2008,1.159,1.1595,1.1595,1.1615,,-0.22%
10/07/2008,1.1615,1.16,1.1615,1.1628,,0.13%
10/06/2008,1.16,1.159,1.16,1.1605,,0.17%
10/03/2008,1.158,1.158,1.158,1.16,,-0.09%
10/02/2008,1.159,1.155,1.159,1.1585,,0.04%
10/01/2008,1.1585,1.1555,1.1585,1.1565,,0.22%
09/30/2008,1.156,1.156,1.156,1.156,,0.00%
09/29/2008,1.156,1.1545,1.158,1.1565,,0.09%
09/26/2008,1.155,1.153,1.157,1.157,,-0.17%
09/25/2008,1.157,1.154,1.157,1.1563,,0.04%
09/24/2008,1.1565,1.1555,1.1565,1.157,,0.04%
09/23/2008,1.156,1.1535,1.156,1.1555,,0.09%
09/22/2008,1.155,1.153,1.155,1.1538,,0.04%
09/19/2008,1.1545,1.154,1.1545,1.155,,-0.09%
09/18/2008,1.1555,1.153,1.1555,1.1548,,0.04%
09/17/2008,1.155,1.152,1.156,1.1545,,0.09%
09/16/2008,1.154,1.153,1.154,1.155,,0.13%
09/15/2008,1.1525,1.1505,1.1525,1.1535,,-0.04%
09/12/2008,1.153,1.1515,1.154,1.1538,,0.26%
09/11/2008,1.15,1.151,1.1545,1.1535,,-0.13%
09/10/2008,1.1515,1.1535,1.155,1.1538,,0.13%
09/09/2008,1.15,1.15,1.158,1.1538,,0.00%
09/08/2008,1.15,1.155,1.156,1.1543,,-0.86%
09/05/2008,1.16,1.1575,1.16,1.1597,,0.26%
09/04/2008,1.157,1.1565,1.158,1.1593,,0.61%
09/03/2008,1.15,1.155,1.158,1.1543,,0.00%
09/02/2008,1.15,1.155,1.1585,1.154,,-0.61%
09/01/2008,1.157,1.157,1.157,1.1575,,0.09%
08/29/2008,1.156,1.153,1.156,1.1553,,0.17%
08/28/2008,1.154,1.154,1.1545,1.1557,,0.35%
08/27/2008,1.15,1.15,1.16,1.1538,,-0.30%
08/26/2008,1.1535,1.152,1.1545,1.154,,0.30%
08/25/2008,1.15,1.149,1.1545,1.1525,,-0.39%
08/22/2008,1.1545,1.15,1.1545,1.1534,,0.23%
08/21/2008,1.1518,1.149,1.1518,1.1492,,-0.71%
08/20/2008,1.16,1.151,1.16,1.1518,,0.78%
08/19/2008,1.151,1.15,1.1535,1.151,,-0.78%
08/18/2008,1.16,1.1535,1.16,1.1548,,0.61%
08/15/2008,1.153,1.155,1.155,1.153,,-0.13%
08/14/2008,1.1545,1.154,1.1545,1.1557,,0.22%
08/13/2008,1.152,1.1575,1.16,1.1555,,-0.69%
08/12/2008,1.16,1.1585,1.16,1.1548,,0.13%
08/11/2008,1.1585,1.15,1.16,1.1548,,0.48%
08/08/2008,1.153,1.15,1.16,1.1548,,-0.43%
08/07/2008,1.158,1.16,1.1605,1.1593,,-0.17%
08/06/2008,1.16,1.15,1.163,1.155,,0.87%
08/05/2008,1.15,1.155,1.155,1.155,,0.00%
08/04/2008,1.15,1.1535,1.1535,1.1532,,-0.43%
08/01/2008,1.155,1.14,1.155,1.14,,0.43%
07/31/2008,1.15,1.15,1.155,1.15,,0.00%
07/30/2008,1.15,1.14,1.15,1.04,,0.00%
07/29/2008,1.15,1.14,1.15,1.14,,0.00%
07/28/2008,1.15,1.145,1.15,1.1115,,0.88%
07/25/2008,1.14,1.14,1.146,1.14,,-0.44%
07/24/2008,1.145,1.13,1.145,1.12,,1.78%
07/23/2008,1.125,1.135,1.137,1.125,,0.45%
07/22/2008,1.12,1.11,1.1325,1.11,,0.00%
07/21/2008,1.12,1.12,1.12,1.12,,0.90%
07/18/2008,1.11,1.117,1.12,1.1,,0.00%
07/17/2008,1.11,1.103,1.1175,1.01,,0.00%
07/16/2008,1.11,1.01,1.115,1.01,,0.59%
07/15/2008,1.1035,1.1,1.11,1.01,,-0.59%
07/14/2008,1.11,1.0292,1.112,1.022,,0.92%
07/11/2008,1.0999,1.0945,1.1155,1.019,,0.49%
07/10/2008,1.0945,1.0945,1.114,1.016,,7.30%
07/09/2008,1.02,1.0945,1.0945,1.02,,-7.73%
07/08/2008,1.1055,1.03,1.1055,1.03,,2.36%
07/07/2008,1.08,1.035,1.1,1.035,,3.90%
07/04/2008,1.0395,1.02,1.0395,1.02,,2.51%
07/03/2008,1.014,1.089,1.1,1.014,,-6.97%
07/02/2008,1.09,1.089,1.0915,1.089,,0.09%
07/01/2008,1.089,1.0901,1.0901,1.089,,-1.00%
06/30/2008,1.1,1.09,1.1,1.083,,0.91%
06/27/2008,1.0901,1.085,1.0901,1.084,,0.01%
06/26/2008,1.09,1.084,1.09,1.084,,0.00%
06/25/2008,1.09,1.085,1.09,1.085,,0.60%
06/24/2008,1.0835,1.0835,1.0835,1.0835,,0.32%
06/23/2008,1.08,1.08,1.09,1.08,,-0.92%
06/20/2008,1.09,1.075,1.09,1.075,,0.93%
06/19/2008,1.08,1.08,1.08,1.08,,0.00%
06/18/2008,1.08,1.08,1.08,1.06,,0.00%
06/17/2008,1.08,1.0745,1.08,1.0745,,0.00%
06/16/2008,1.08,1.073,1.08,1.058,,1.89%
06/13/2008,1.06,1.065,1.065,1.039,,1.92%
06/12/2008,1.04,1.04,1.04,1.04,,3.69%
06/11/2008,1.003,1.03,1.06,1.003,,-1.96%
06/10/2008,1.023,0.99,1.058,0.99,,3.33%
06/09/2008,0.99,1.0324,1.04,0.99,,-3.88%
06/06/2008,1.03,1.03,1.03,1.03,,0.00%
06/05/2008,1.03,1.033,1.04,1.03,,-0.24%
06/04/2008,1.0325,1.025,1.045,1.025,,4.82%
06/03/2008,0.985,1.0202,1.04,0.975,,-2.72%
06/02/2008,1.0125,1.0275,1.04,0.975,,0.00%
05/30/2008,1.0125,1.02,1.043,0.985,,0.00%
05/29/2008,1.0125,0.985,1.038,0.985,,0.00%
05/28/2008,1.0125,0.985,1.0375,0.985,,0.25%
05/27/2008,1.01,0.985,1.01,0.985,,-0.20%
05/26/2008,1.012,1.004,1.015,1.004,,2.22%
05/23/2008,0.99,0.9866,1.01,0.98,,-2.94%
05/22/2008,1.02,0.985,1.027,0.9847,,2.10%
05/21/2008,0.999,0.9863,1.013,0.98,,0.00%
05/20/2008,0.999,0.9851,1.025,0.985,,-1.09%
05/19/2008,1.01,0.98,1.018,0.98,,0.00%
05/16/2008,1.01,1.018,1.018,0.9725,,3.86%
05/15/2008,0.9725,0.991,1.01,0.9725,,0.00%
05/14/2008,0.9725,1.01,1.014,0.97,,-3.71%
05/13/2008,1.01,0.98,1.01,0.98,,1.00%
05/12/2008,1,1.012,1.012,0.975,,2.25%
05/09/2008,0.978,0.975,1,0.975,,-2.20%
05/08/2008,1,0.975,1.0025,0.975,,0.00%
05/07/2008,1,0.975,1.0025,0.975,,-0.50%
05/06/2008,1.005,0.975,1.005,0.975,,0.00%
05/05/2008,1.005,0.981,1.005,0.975,,3.61%
05/02/2008,0.97,0.9815,0.9815,0.97,,-3.10%
05/01/2008,1.001,1.001,1.001,1.001,,0.00%
04/30/2008,1.001,0.975,1.002,0.975,,0.00%
04/29/2008,1.001,1.001,1.0025,0.975,,0.10%
04/28/2008,1,0.9786,1,0.9786,,0.00%
04/25/2008,1,0.9798,1,0.9798,,0.00%
04/24/2008,1,0.9784,1,0.9784,,0.81%
04/23/2008,0.992,0.9758,0.992,0.9758,,0.35%
04/22/2008,0.9885,0.9751,0.999,0.971,,-1.10%
04/21/2008,0.9995,0.9769,1,0.97,,-0.05%
04/18/2008,1,0.9751,1,0.97,,1.01%
04/17/2008,0.99,0.9745,1,0.9745,,0.05%
04/16/2008,0.9895,0.9895,0.995,0.97,,-0.05%
04/15/2008,0.99,0.991,0.994,0.965,,0.00%
04/14/2008,0.99,0.9736,0.99,0.9736,,1.71%
04/11/2008,0.9734,0.965,0.9734,0.965,,-1.48%
04/10/2008,0.988,0.972,0.993,0.965,,-1.20%
04/09/2008,1,0.9721,1,0.9721,,0.00%
04/08/2008,1,0.988,1,0.9735,,4.00%
04/07/2008,0.9615,0.9752,0.992,0.9615,,0.84%
04/04/2008,0.9535,0.979,0.9885,0.9535,,-3.10%
04/03/2008,0.984,0.967,0.984,0.964,,-0.10%
04/02/2008,0.985,0.962,0.985,0.962,,0.00%
04/01/2008,0.985,0.978,0.985,0.978,,0.10%
03/31/2008,0.984,0.962,0.989,0.962,,0.05%
03/28/2008,0.9835,0.9716,0.9835,0.962,,0.15%
03/27/2008,0.982,0.9718,0.982,0.96,,2.29%
03/26/2008,0.96,0.976,0.976,0.96,,0.00%
03/25/2008,0.96,0.969,0.9805,0.96,,0.00%
03/24/2008,0.96,0.96,0.96,0.96,,0.00%
03/21/2008,0.96,0.96,0.96,0.96,,0.00%
03/20/2008,0.96,0.9699,0.981,0.96,,0.00%
03/19/2008,0.96,0.9726,0.9726,0.96,,0.00%
03/18/2008,0.96,0.9677,0.972,0.96,,0.00%
03/17/2008,0.96,0.9688,0.9805,0.96,,0.00%
03/14/2008,0.96,0.962,0.9724,0.96,,0.00%
03/13/2008,0.96,0.962,0.985,0.96,,0.00%
03/12/2008,0.96,0.962,0.9695,0.96,,0.00%
03/11/2008,0.96,0.962,0.9687,0.96,,0.00%
03/10/2008,0.96,0.971,0.9775,0.96,,0.00%
03/07/2008,0.96,0.962,0.9666,0.96,,-0.21%
03/06/2008,0.962,0.962,0.962,0.962,,0.21%
03/05/2008,0.96,0.962,0.962,0.962,,0.00%
03/04/2008,0.96,0.962,0.9785,0.96,,0.00%
03/03/2008,0.96,0.962,0.971,0.96,,0.00%
02/29/2008,0.96,0.962,0.971,0.96,,0.00%
02/28/2008,0.96,0.976,0.9775,0.96,,0.00%
02/27/2008,0.96,0.9765,0.977,0.96,,0.00%
02/26/2008,0.96,0.975,0.975,0.96,,0.00%
02/25/2008,0.96,0.9686,0.9765,0.96,,0.00%
02/22/2008,0.96,0.962,0.97,0.96,,0.00%
02/21/2008,0.96,0.96,0.9775,0.96,,0.00%
02/20/2008,0.96,0.9662,0.97,0.96,,0.00%
02/19/2008,0.96,0.962,0.977,0.96,,0.00%
02/18/2008,0.96,0.9651,0.97,0.96,,0.00%
02/15/2008,0.96,0.9535,0.9775,0.9535,,0.00%
02/14/2008,0.96,0.9658,0.97,0.96,,0.00%
02/13/2008,0.96,0.9675,0.977,0.96,,0.00%
02/12/2008,0.96,0.9675,0.9675,0.96,,0.00%
02/11/2008,0.96,0.962,0.9704,0.96,,-0.59%
02/08/2008,0.9657,0.9675,0.9725,0.962,,0.59%
02/07/2008,0.96,0.9675,0.9755,0.96,,0.00%
02/06/2008,0.96,0.9675,0.975,0.96,,0.00%
02/05/2008,0.96,0.9675,0.9765,0.9461,,0.00%
02/04/2008,0.96,0.972,0.9765,0.9461,,0.00%
02/01/2008,0.96,0.9775,0.9775,0.96,,0.00%
01/31/2008,0.96,0.9684,0.9684,0.96,,0.68%
01/30/2008,0.9535,0.9535,0.9675,0.9535,,0.00%
01/29/2008,0.9535,0.9535,0.962,0.9461,,0.00%
01/28/2008,0.9535,0.9535,0.9765,0.9535,,0.00%
01/25/2008,0.9535,0.9535,0.976,0.9461,,0.00%
01/24/2008,0.9535,0.9535,0.9755,0.9535,,0.00%
01/23/2008,0.9535,0.9535,0.975,0.9535,,-0.05%
01/22/2008,0.954,0.978,0.99,0.9461,,-0.88%
01/21/2008,0.9625,0.978,0.99,0.9461,,0.94%
01/18/2008,0.9535,0.9535,0.99,0.9461,,0.00%
01/17/2008,0.9535,0.99,0.99,0.9461,,0.00%
01/16/2008,0.9535,0.9535,0.99,0.9461,,0.00%
01/15/2008,0.9535,0.9535,0.99,0.9461,,-1.40%
01/14/2008,0.967,0.972,0.99,0.9461,,1.42%
01/11/2008,0.9535,0.972,0.99,0.9461,,0.00%
01/10/2008,0.9535,0.97,0.975,0.9525,,0.00%
01/09/2008,0.9535,0.9725,0.99,0.9461,,0.00%
01/08/2008,0.9535,0.973,0.99,0.945,,0.00%
01/07/2008,0.9535,0.9535,0.99,0.945,,0.00%
01/04/2008,0.9535,0.9545,0.99,0.945,,0.00%
01/03/2008,0.9535,0.97,0.99,0.945,,0.00%
01/02/2008,0.9535,0.99,0.99,0.945,,0.90%
01/01/2008,0.945,0.9725,0.99,0.945,,-0.79%
12/31/2007,0.9525,0.972,0.9725,0.972,,0.00%
12/28/2007,0.9525,0.972,0.99,0.945,,-1.70%
12/27/2007,0.969,0.972,0.99,0.945,,1.63%
12/26/2007,0.9535,0.972,0.99,0.945,,0.90%
12/25/2007,0.945,0.972,0.99,0.945,,-0.79%
12/24/2007,0.9525,0.9725,0.99,0.945,,0.11%
12/21/2007,0.9515,0.99,0.99,0.945,,-1.02%
12/20/2007,0.9613,0.99,0.99,0.945,,1.14%
12/19/2007,0.9505,0.99,0.99,0.945,,-0.11%
12/18/2007,0.9515,0.99,0.99,0.945,,0.26%
12/17/2007,0.949,0.99,0.99,0.945,,-0.05%
12/14/2007,0.9495,0.99,0.99,0.945,,-0.05%
12/13/2007,0.95,0.96,0.99,0.945,,-0.58%
12/12/2007,0.9555,0.99,0.99,0.945,,0.84%
12/11/2007,0.9475,0.99,0.99,0.945,,-1.30%
12/10/2007,0.96,0.99,0.99,0.945,,1.32%
12/07/2007,0.9475,0.947,0.99,0.945,,-2.82%
12/06/2007,0.975,0.99,0.99,0.945,,-0.66%
12/05/2007,0.9815,0.99,0.99,0.945,,0.67%
12/04/2007,0.975,0.99,0.99,0.945,,0.41%
12/03/2007,0.971,0.99,0.99,0.945,,-1.02%
11/30/2007,0.981,0.97,0.99,0.945,,1.40%
11/29/2007,0.9675,0.945,0.9805,0.945,,-1.17%
11/28/2007,0.979,0.945,0.98,0.945,,-0.10%
11/27/2007,0.98,0.945,0.98,0.945,,2.80%
11/26/2007,0.9533,0.9785,0.9785,0.945,,-0.65%
11/23/2007,0.9595,0.9511,0.9595,0.9511,,-1.94%
11/22/2007,0.9785,0.98,0.98,0.9514,,0.05%
11/21/2007,0.978,0.9635,0.98,0.942,,0.15%
11/20/2007,0.9765,0.975,0.978,0.9465,,2.74%
11/19/2007,0.9505,0.97,0.976,0.945,,-0.21%
11/16/2007,0.9525,0.9605,0.975,0.9488,,-0.78%
11/15/2007,0.96,0.976,0.976,0.945,,1.32%
11/14/2007,0.9475,0.9375,0.975,0.9375,,0.00%
11/13/2007,0.9475,0.964,0.971,0.9423,,-2.37%
11/12/2007,0.9705,0.96,0.9705,0.9445,,2.43%
11/09/2007,0.9475,0.964,0.968,0.942,,-0.63%
11/08/2007,0.9535,0.96,0.968,0.9449,,-1.45%
11/07/2007,0.9675,0.96,0.9675,0.9445,,2.65%
11/06/2007,0.9425,0.959,0.9655,0.9407,,-1.05%
11/05/2007,0.9525,0.96,0.964,0.94,,0.05%
11/02/2007,0.952,0.9585,0.9597,0.9434,,1.28%
11/01/2007,0.94,0.959,0.9595,0.94,,-2.08%
10/31/2007,0.96,0.955,0.96,0.941,,0.16%
10/30/2007,0.9585,0.955,0.9605,0.935,,1.62%
10/29/2007,0.9432,0.961,0.961,0.9432,,-1.85%
10/26/2007,0.961,0.959,0.961,0.9406,,0.05%
10/25/2007,0.9605,0.941,0.961,0.941,,0.05%
10/24/2007,0.96,0.94,0.96,0.94,,2.13%
10/23/2007,0.94,0.9425,0.959,0.94,,-0.10%
10/22/2007,0.9409,0.943,0.943,0.9409,,0.22%
10/19/2007,0.9388,0.9425,0.959,0.9388,,-0.05%
10/18/2007,0.9393,0.943,0.943,0.9393,,-1.95%
10/17/2007,0.958,0.9425,0.958,0.94,,2.10%
10/16/2007,0.9383,0.9425,0.9425,0.9383,,-0.39%
10/15/2007,0.942,0.942,0.942,0.942,,-0.32%
10/12/2007,0.945,0.9435,0.947,0.9382,,-0.21%
10/11/2007,0.947,0.944,0.949,0.9373,,-0.11%
10/10/2007,0.948,0.9425,0.949,0.9373,,0.11%
10/09/2007,0.947,0.942,0.948,0.9389,,-0.05%
10/08/2007,0.9475,0.9435,0.9475,0.9371,,1.03%
10/05/2007,0.9378,0.943,0.943,0.9378,,-0.07%
10/04/2007,0.9385,0.9425,0.9425,0.9385,,0.16%
10/03/2007,0.937,0.943,0.943,0.937,,-1.00%
10/02/2007,0.9465,0.942,0.9475,0.935,,0.05%
10/01/2007,0.946,0.94,0.946,0.9394,,0.00%
09/28/2007,0.946,0.934,0.9465,0.934,,1.50%
09/27/2007,0.932,0.936,0.9465,0.932,,-0.59%
09/26/2007,0.9375,0.938,0.9476,0.9275,,-0.19%
09/25/2007,0.9393,0.94,0.9469,0.9367,,-0.03%
09/24/2007,0.9396,0.9369,0.9396,0.932,,-0.72%
09/21/2007,0.9464,0.9425,0.9464,0.9349,,0.03%
09/20/2007,0.9461,0.9415,0.9461,0.9415,,0.11%
09/19/2007,0.9451,0.941,0.9451,0.935,,0.98%
09/18/2007,0.9359,0.9405,0.9456,0.927,,-1.08%
09/17/2007,0.9461,0.94,0.9461,0.932,,0.05%
09/14/2007,0.9456,0.937,0.9456,0.932,,0.11%
09/13/2007,0.9446,0.938,0.9446,0.9325,,0.11%
09/12/2007,0.9436,0.936,0.9436,0.93,,1.02%
09/11/2007,0.9341,0.932,0.9421,0.927,,-0.27%
09/10/2007,0.9366,0.9215,0.9429,0.9215,,0.43%
09/07/2007,0.9326,0.932,0.9429,0.926,,-0.88%
09/06/2007,0.9409,0.931,0.9409,0.931,,-0.05%
09/05/2007,0.9414,0.9315,0.9414,0.9315,,0.73%
09/04/2007,0.9346,0.932,0.9416,0.929,,0.05%
09/03/2007,0.9341,0.933,0.938,0.924,,-0.42%
08/31/2007,0.938,0.9325,0.938,0.9305,,0.05%
08/30/2007,0.9375,0.932,0.9395,0.93,,0.00%
08/29/2007,0.9375,0.9335,0.9375,0.928,,1.06%
08/28/2007,0.9277,0.934,0.9375,0.9277,,-1.05%
08/27/2007,0.9375,0.932,0.9375,0.922,,0.16%
08/24/2007,0.936,0.9315,0.9375,0.9315,,-0.16%
08/23/2007,0.9375,0.931,0.939,0.9291,,0.11%
08/22/2007,0.9365,0.9325,0.9365,0.9299,,-0.05%
08/21/2007,0.937,0.9301,0.937,0.9301,,0.05%
08/20/2007,0.9365,0.93,0.9365,0.9281,,0.86%
08/17/2007,0.9285,0.9325,0.9325,0.9285,,-0.10%
08/16/2007,0.9294,0.933,0.937,0.9294,,-0.33%
08/15/2007,0.9325,0.9305,0.9325,0.9268,,0.33%
08/14/2007,0.9294,0.93,0.93,0.9255,,-0.28%
08/13/2007,0.932,0.9356,0.9356,0.928,,-0.37%
08/10/2007,0.9355,0.93,0.9355,0.9275,,0.48%
08/09/2007,0.931,0.9299,0.936,0.9299,,-0.11%
08/08/2007,0.932,0.928,0.935,0.9262,,0.76%
08/07/2007,0.925,0.9285,0.9285,0.925,,-0.70%
08/06/2007,0.9315,0.928,0.9315,0.927,,0.16%
08/03/2007,0.93,0.927,0.93,0.927,,0.54%
08/02/2007,0.925,0.9265,0.935,0.925,,-0.38%
08/01/2007,0.9285,0.926,0.9285,0.926,,0.11%
07/31/2007,0.9275,0.925,0.9295,0.92,,-0.22%
07/30/2007,0.9295,0.9245,0.93,0.9245,,0.27%
07/27/2007,0.927,0.925,0.93,0.925,,-0.22%
07/26/2007,0.929,0.922,0.934,0.922,,0.22%
07/25/2007,0.927,0.9235,0.9315,0.922,,-0.27%
07/24/2007,0.9295,0.9255,0.9295,0.922,,0.05%
07/23/2007,0.929,0.925,0.929,0.925,,0.35%
07/20/2007,0.9258,0.9255,0.929,0.9255,,-0.13%
07/19/2007,0.927,0.9275,0.9285,0.92,,-0.05%
07/18/2007,0.9275,0.9255,0.9275,0.9255,,0.15%
07/17/2007,0.9261,0.925,0.9261,0.925,,-0.20%
07/16/2007,0.928,0.9245,0.93,0.9245,,0.11%
07/13/2007,0.927,0.924,0.9275,0.924,,0.76%
07/12/2007,0.92,0.923,0.9272,0.92,,-0.54%
07/11/2007,0.925,0.925,0.925,0.925,,-0.22%
07/10/2007,0.927,0.9235,0.927,0.919,,0.05%
07/09/2007,0.9265,0.923,0.929,0.923,,-0.22%
07/06/2007,0.9285,0.924,0.9285,0.924,,0.33%
07/05/2007,0.9254,0.925,0.9254,0.919,,0.13%
07/04/2007,0.9242,0.924,0.9242,0.9238,,-0.30%
07/03/2007,0.927,0.927,0.927,0.927,,0.00%
07/02/2007,0.927,0.927,0.927,0.927,,0.17%
06/29/2007,0.9255,0.9255,0.9255,0.9255,,-0.12%
06/28/2007,0.9266,0.9266,0.9266,0.9266,,0.17%
06/27/2007,0.925,0.925,0.925,0.925,,-0.15%
06/26/2007,0.9263,0.9263,0.9263,0.9263,,0.53%
06/25/2007,0.9215,0.9215,0.9215,0.9215,,-0.59%
06/22/2007,0.927,0.927,0.927,0.927,,0.02%
06/21/2007,0.9268,0.9268,0.9268,0.9268,,0.05%
06/20/2007,0.9264,0.9264,0.9264,0.9264,,0.15%
06/19/2007,0.925,0.925,0.925,0.925,,0.11%
06/18/2007,0.924,0.924,0.924,0.924,,-0.23%
06/15/2007,0.9261,0.9261,0.9261,0.9261,,0.18%
06/14/2007,0.9245,0.9245,0.9245,0.9245,,-0.05%
06/13/2007,0.925,0.925,0.925,0.925,,0.16%
06/12/2007,0.9235,0.9235,0.9235,0.9235,,-0.27%
06/11/2007,0.926,0.926,0.926,0.926,,0.22%
06/08/2007,0.924,0.924,0.924,0.924,,-0.22%
06/07/2007,0.926,0.926,0.926,0.926,,-0.22%
06/06/2007,0.928,0.928,0.928,0.928,,0.16%
06/05/2007,0.9265,0.9265,0.9265,0.9265,,0.04%
06/04/2007,0.9261,0.9261,0.9261,0.9261,,0.15%
06/01/2007,0.9248,0.9248,0.9248,0.9248,,-0.18%
05/31/2007,0.9265,0.9265,0.9265,0.9265,,0.32%
05/30/2007,0.9235,0.9235,0.9235,0.9235,,0.05%
05/29/2007,0.923,0.923,0.923,0.923,,-0.43%
05/28/2007,0.927,0.927,0.927,0.927,,0.54%
05/25/2007,0.922,0.922,0.922,0.922,,-0.43%
05/24/2007,0.926,0.926,0.926,0.926,,0.22%
05/23/2007,0.924,0.924,0.924,0.924,,-0.06%
05/22/2007,0.9245,0.9245,0.9245,0.9245,,0.00%
05/21/2007,0.9245,0.9245,0.9245,0.9245,,-0.05%
05/18/2007,0.925,0.925,0.925,0.925,,0.05%
05/17/2007,0.9245,0.9245,0.9245,0.9245,,-0.16%
05/16/2007,0.926,0.926,0.926,0.926,,0.05%
05/15/2007,0.9255,0.9255,0.9255,0.9255,,0.16%
05/14/2007,0.924,0.924,0.924,0.924,,0.00%
05/11/2007,0.924,0.924,0.924,0.924,,-0.05%
05/10/2007,0.9245,0.9245,0.9245,0.9245,,-0.01%
05/09/2007,0.9246,0.9246,0.9246,0.9246,,0.12%
05/08/2007,0.9235,0.9235,0.9235,0.9235,,-0.29%
05/07/2007,0.9262,0.9262,0.9262,0.9262,,0.08%
05/04/2007,0.9255,0.9255,0.9255,0.9255,,0.00%
05/03/2007,0.9255,0.9255,0.9255,0.9255,,0.00%
05/02/2007,0.9255,0.9255,0.9255,0.9255,,-0.10%
05/01/2007,0.9264,0.9264,0.9264,0.9264,,0.13%
04/30/2007,0.9252,0.9252,0.9252,0.9252,,0.13%
04/27/2007,0.924,0.924,0.924,0.924,,-0.13%
04/26/2007,0.9252,0.9252,0.9252,0.9252,,0.02%
04/25/2007,0.925,0.925,0.925,0.925,,-0.11%
04/24/2007,0.926,0.926,0.926,0.926,,0.11%
